5.2e-05,0.044836,6.21028,
4.7e-05,0.044734,6.20212,
4.8e-05,0.04475,6.19779,
4.8e-05,0.04481,6.21046,
4.7e-05,0.044932,6.20054,
4.8e-05,0.044868,6.22057,
4.8e-05,0.045285,6.21746,
7.1e-05,0.044761,
